stim,SDNN,RMMSD,pnn50,nn50,SD1,SD2,SDratio,VLF,LF,HF,LFHF,LFn,HFn,POW
0,10.4579188764777,12.1156888358159,0,0,8.60263984683708,12.0304082274705,0.715074641207405,14.5465165537256,17.9618809350951,61.4522905087607,0.29,0.226179793965284,0.773820206034716,93.9606879975815
1,14.2375000736053,12.1587298162601,0,0,8.63122654237823,18.1910622302813,0.4744762253636,63.4490411727999,30.6916076503926,45.8948004674928,0.67,0.400744837166807,0.599255162833193,140.035449290685
2,9.48282483979578,9.63154539352836,0,0,6.83899471705929,11.5358608324013,0.59284649983383,22.1964761521756,14.63826750811,32.4777188415285,0.45,0.310685791431432,0.689314208568568,69.312462501814
3,15.1762667468431,13.9835969481369,0.819672131147541,1,9.92856206454103,19.0279215909996,0.521789099090957,106.121599482474,24.9205693967918,57.9208135639521,0.43,0.300822710898017,0.699177289101983,188.962982443218
4,17.1343463554266,18.4339231801045,0,0,13.1925787747242,20.3255385003237,0.649064169911863,28.7716228604688,49.8520253269497,100.942395426187,0.49,0.330595953603361,0.66940404639664,179.566043613606
