time,hr,hrv_lf,hrv_hf,hrv_rmssd,hrv_sd,hrv_sdsd,hrv_sdnn,pep,pep_lvet,lvet,ppg_amp_ac,ppg_amp,pat,ptt
12047.58,62.89308176100629,,,,,,,58.0,0.13679245283018868,366.0,12.5445287534857,23.971366951285354,60.0,2.0
12048.534,62.24066390041494,,,,,,,,,,12.113905622772405,25.691408562720685,66.0,
12049.498,60.72874493927126,,,,,,,56.0,0.13270142180094788,366.0,12.654809971879015,29.852103500801217,70.0,14.0
12050.485999999999,59.880239520958085,,,,,,,58.0,0.13744075829383887,364.0,,,,
12051.488,59.05511811023622,,,,,,,58.0,0.1380952380952381,362.0,,,,
12052.503999999999,60.24096385542169,,,,,,,58.0,0.13744075829383887,364.0,12.94662824070992,30.1309428893524,68.0,10.0
12053.5,60.36217303822938,,,,,,,58.0,0.13744075829383887,364.0,12.831328008265643,31.134578170790512,67.0,9.0
12054.493999999999,59.171597633136095,,,,,,,58.0,0.13744075829383887,364.0,12.616600621597343,32.325449410969206,66.0,8.0
12055.508,58.8235294117647,,,,,,,58.0,0.1380952380952381,362.0,12.503090683301192,33.233557025052036,67.0,9.0
12056.528,59.642147117296226,,,,,,,58.0,0.13744075829383887,364.0,12.321849375417473,33.478261081896214,67.0,9.0
12057.534,60.120240480961925,,,,,,,58.0,0.13744075829383887,364.0,12.262034383426776,33.74202616703364,65.0,7.0
12058.532,59.28853754940712,,,,,,,58.0,0.13744075829383887,364.0,,,,
12059.544,59.05511811023622,,,,,,,58.0,0.13744075829383887,364.0,,,,
12060.56,60.24096385542169,,,,,,,58.0,0.13744075829383887,364.0,12.367103705834076,35.394023277757775,66.0,8.0
12061.555999999999,59.880239520958085,,,,,,,58.0,0.13744075829383887,364.0,12.321352535059724,37.190337302558696,64.0,6.0
12062.557999999999,58.8235294117647,,,,,,,58.0,0.13744075829383887,364.0,12.170038515006356,37.332621776815465,64.0,6.0
12063.578,58.47953216374269,,,,,,,58.0,0.13744075829383887,364.0,,,,
12064.604,60.120240480961925,,,,,,,58.0,0.13744075829383887,364.0,11.880895933930535,36.211344999243785,62.0,4.0
