time,hr,hrv_lf,hrv_hf,hrv_rmssd,hrv_sd,hrv_sdsd,hrv_sdnn,pep,pep_lvet,lvet,ppg_amp_ac,ppg_amp
9190.142,51.54639175257732,,,,,,,86.0,0.19815668202764977,348.0,56.733163966762326,7.462823121688218
9191.305999999999,53.475935828877,,,,,,,86.0,0.19815668202764977,348.0,63.728172734905456,7.876384845986476
9192.428,53.956834532374096,,,,,,,88.0,0.20276497695852536,346.0,64.2638751207144,7.0633260723229325
9193.539999999999,53.09734513274337,,,,,,,90.0,0.20642201834862386,346.0,81.7837569780208,8.672982859120966
9194.67,52.91005291005291,,,,,,,88.0,0.2018348623853211,348.0,79.3901544002235,8.502539789909214
9195.804,51.90311418685121,,,,,,,88.0,0.20276497695852536,346.0,78.85593833354194,8.389471986075726
9196.96,54.347826086956516,,,,,,,86.0,0.19815668202764977,348.0,80.13842134429399,8.0751951710899
9198.063999999998,55.452865064695004,,,,,,,88.0,0.2018348623853211,348.0,83.93951637702718,8.442743086128534
9199.145999999999,53.380782918149464,,,,,,,90.0,0.20642201834862386,346.0,79.67746397953034,8.688463984933625
9200.269999999999,51.90311418685121,,,,,,,88.0,0.20276497695852536,346.0,,
9201.426,49.83388704318937,,,,,,,88.0,0.20276497695852536,346.0,,
9202.63,53.85996409335726,,,,,,,88.0,0.20276497695852536,346.0,74.18464761628633,8.190981656163922
9203.743999999999,55.248618784530386,,,,,,,88.0,0.20276497695852536,346.0,74.8386710114983,8.648602296459911
9204.83,53.380782918149464,,,,,,,90.0,0.2073732718894009,344.0,67.97431143415494,7.829009931808693
9205.954,52.083333333333336,,,,,,,88.0,0.2037037037037037,344.0,,
9207.106,53.28596802841919,,,,,,,88.0,0.2037037037037037,344.0,68.95846526807264,7.898179558029886
9208.232,53.28596802841919,,,,,,,88.0,0.2037037037037037,344.0,70.06939877608497,8.005050117283263
9209.358,54.05405405405405,,,,,,,,,,67.99606023421767,8.344668849865549
9210.467999999999,52.72407732864675,,,,,,,90.0,0.20833333333333334,342.0,59.03113212530659,8.033451840192374
9211.606,49.586776859504134,,,,,,,90.0,0.20833333333333334,342.0,,
9212.815999999999,50.08347245409015,,,,,,,88.0,0.2037037037037037,344.0,56.607238845766325,7.296348103508285
9214.014,52.35602094240838,,,,,,,88.0,0.2037037037037037,344.0,62.080028238691696,7.756856048920153
9215.16,53.28596802841919,,,,,,,88.0,0.2037037037037037,344.0,64.89647309138218,8.189886160822454
9216.286,53.28596802841919,,,,,,,88.0,0.2037037037037037,344.0,61.58863035105813,8.724864867558596
9217.412,53.66726296958855,,,,,,,90.0,0.20930232558139536,340.0,55.943539596815526,8.299928452111505
9218.529999999999,52.083333333333336,,,,,,,88.0,0.20465116279069767,342.0,54.202909921435335,8.109415151014487
9219.681999999999,54.15162454873646,,,,,,,88.0,0.20465116279069767,342.0,56.17930879317018,7.73936609635022
9220.789999999999,55.35055350553505,,,,,,,88.0,0.20465116279069767,342.0,62.90645015265624,8.063150903870811
9221.874,53.76344086021505,,,,,,,88.0,0.20465116279069767,342.0,64.07374458949852,8.776709552439115
9222.99,53.28596802841919,,,,,,,88.0,0.20465116279069767,342.0,59.52774246568255,8.508080517662554
9224.116,53.28596802841919,,,,,,,88.0,0.20465116279069767,342.0,59.57409038561738,8.363850190479294
9225.242,51.99306759098787,,,,,,,88.0,0.205607476635514,340.0,61.645180123261255,8.59071081988789
9226.395999999999,53.475935828877,,,,,,,88.0,0.205607476635514,340.0,62.33407334099408,8.751212908580536
9227.518,55.04587155963302,,,,,,,86.0,0.2,344.0,62.05439962261403,8.823213520395035
9228.608,54.84460694698354,,,,,,,88.0,0.20465116279069767,342.0,62.49692653363232,9.671384219829132
9229.702,52.631578947368425,,,,,,,88.0,0.20465116279069767,342.0,55.736174986724436,9.480476512607783
9230.841999999999,49.75124378109453,,,,,,,88.0,0.20465116279069767,342.0,,
9232.047999999999,50.420168067226896,,,,,,,88.0,0.20465116279069767,342.0,,
9233.238,51.63511187607573,,,,,,,88.0,0.20465116279069767,342.0,56.1461543327443,8.46855821050046
9234.4,51.02040816326531,,,,,,,88.0,0.20465116279069767,342.0,61.951927399427184,8.984833466608244
9235.576,50.59021922428331,,,,,,,88.0,0.20465116279069767,342.0,61.40872854032739,9.233396540750988
9236.761999999999,50.76142131979696,,,,,,,88.0,0.20465116279069767,342.0,,
9237.944,49.91680532445923,,,,,,,88.0,0.20465116279069767,342.0,,
9239.145999999999,51.369863013698634,,,,,,,88.0,0.2037037037037037,344.0,59.38075834203573,8.6991004433709
9240.313999999998,52.72407732864675,,,,,,,88.0,0.20465116279069767,342.0,63.14667957502739,7.991361023190051
9241.452,53.85996409335726,,,,,,,88.0,0.20465116279069767,342.0,72.41481939585715,8.05838134074767
9242.565999999999,54.54545454545454,,,,,,,88.0,0.20465116279069767,342.0,74.72166212553073,7.956293906971838
9243.666,56.92599620493358,,,,,,,88.0,0.20465116279069767,342.0,76.14741722887455,8.22279967642963
9244.72,56.39097744360902,,,,,,,88.0,0.20465116279069767,342.0,72.67059456637108,8.55762060890071
9245.784,55.865921787709496,,,,,,,88.0,0.20465116279069767,342.0,68.73469165978999,7.904429911658402
9246.858,54.84460694698354,,,,,,,86.0,0.2,344.0,71.0414074473097,7.860496860112134
9247.952,55.865921787709496,,,,,,,86.0,0.2,344.0,71.25767355284773,7.815216167484989
9249.026,55.762081784386616,,,,,,,86.0,0.2,344.0,73.90766052721959,8.038338990093397
9250.101999999999,52.81690140845071,,,,,,,88.0,0.20465116279069767,342.0,70.13135563917278,8.401162128327732
9251.238,51.54639175257732,,,,,,,86.0,0.2,344.0,,
9252.402,51.107325383304946,,,,,,,86.0,0.2,344.0,65.48518076376968,8.306449157793853
9253.576,52.173913043478265,,,,,,,86.0,0.2,344.0,65.4850676453582,8.414290423275938
9254.725999999999,54.44646098003629,,,,,,,86.0,0.2,344.0,66.26523660019005,8.90353841449279
9255.828,53.475935828877,,,,,,,86.0,0.2,344.0,64.30831590686958,9.222604919813298
9256.949999999999,52.631578947368425,,,,,,,86.0,0.2,344.0,,
9258.09,50.93378607809847,,,,,,,86.0,0.2,344.0,61.4781740579284,9.30898259472658
9259.268,53.09734513274337,,,,,,,86.0,0.2,344.0,61.228363291301584,9.840520833961833
9260.398,51.63511187607573,,,,,,,88.0,0.2037037037037037,344.0,54.79434149727209,10.611672236611172
9261.56,48.46526655896607,,,,,,,88.0,0.2037037037037037,344.0,,
9262.797999999999,49.09983633387889,,,,,,,88.0,0.2037037037037037,344.0,51.040996389535955,10.250632551884546
9264.019999999999,50.08347245409015,,,,,,,88.0,0.2037037037037037,344.0,52.11801513598846,10.577874485224397
9265.217999999999,48.0,,,,,,,88.0,0.2037037037037037,344.0,53.49172184293535,10.958656320821218
9266.467999999999,48.46526655896607,,,,,,,88.0,0.2037037037037037,344.0,,
9267.706,49.18032786885246,,,,,,,88.0,0.2037037037037037,344.0,,
9268.926,50.505050505050505,,,,,,,88.0,0.2037037037037037,344.0,53.38879949248057,10.432182066181777
9270.114,51.282051282051285,,,,,,,88.0,0.2037037037037037,344.0,,
9271.284,51.369863013698634,,,,,,,88.0,0.2037037037037037,344.0,52.75054402908387,9.241731760301555
9272.452,51.45797598627787,,,,,,,88.0,0.2037037037037037,344.0,52.7867190187966,9.00006448815605
9273.617999999999,52.264808362369344,,,,,,,88.0,0.2037037037037037,344.0,51.61857140881501,8.931483959158065
9274.766,52.91005291005291,,,,,,,88.0,0.2037037037037037,344.0,49.7479865106223,8.506053205098338
9275.9,53.475935828877,,,,,,,88.0,0.2037037037037037,344.0,50.76345819577968,8.427218284828902
9277.021999999999,53.09734513274337,,,,,,,86.0,0.19907407407407407,346.0,50.87071558599757,8.247126830440783
9278.152,54.05405405405405,,,,,,,86.0,0.19907407407407407,346.0,52.04601416212643,7.550020424294866
9279.261999999999,54.84460694698354,,,,,,,86.0,0.19907407407407407,346.0,59.545628061451566,7.770264624374658
9280.356,51.45797598627787,,,,,,,86.0,0.19907407407407407,346.0,62.13504808031409,8.544218209029793
9281.521999999999,50.76142131979696,,,,,,,86.0,0.19907407407407407,346.0,,
9282.704,52.083333333333336,,,,,,,88.0,0.20276497695852536,346.0,58.25492106118229,8.16590550121459
9283.856,53.380782918149464,,,,,,,88.0,0.20276497695852536,346.0,59.18233463318108,7.860885055773119
9284.98,52.173913043478265,,,,,,,88.0,0.20276497695852536,346.0,63.41200672739544,7.749228863087123
9286.13,52.173913043478265,,,,,,,88.0,0.20276497695852536,346.0,62.34926228765747,7.719915866595037
9287.279999999999,55.04587155963302,,,,,,,88.0,0.20276497695852536,346.0,59.687127687807575,7.74463383470527
9288.369999999999,55.65862708719851,,,,,,,88.0,0.20276497695852536,346.0,56.221264106742396,7.615573499867306
9289.447999999999,53.380782918149464,,,,,,,88.0,0.2018348623853211,348.0,51.9056020220887,7.015282018244167
9290.572,51.54639175257732,,,,,,,90.0,0.20642201834862386,346.0,,
9291.735999999999,49.3421052631579,,,,,,,90.0,0.20642201834862386,346.0,,
9292.952,51.54639175257732,,,,,,,88.0,0.2018348623853211,348.0,60.724535721621244,8.111990555756432
9294.116,52.083333333333336,,,,,,,88.0,0.2018348623853211,348.0,65.34185426271765,8.592982674668152
9295.268,53.380782918149464,,,,,,,90.0,0.20642201834862386,346.0,66.00689841827318,8.414734569150264
9296.392,51.282051282051285,,,,,,,90.0,0.20179372197309417,356.0,68.72725161561786,8.476931573519531
9297.562,49.423393739703464,,,,,,,90.0,0.2054794520547945,348.0,68.32132870601181,8.147822977587092
9298.776,50.505050505050505,,,,,,,90.0,0.2073732718894009,344.0,,
9299.964,52.81690140845071,,,,,,,88.0,0.20276497695852536,346.0,74.28842243533825,8.055600456364855
9301.099999999999,54.74452554744525,,,,,,,88.0,0.20276497695852536,346.0,80.2014995037092,8.537624609715895
9302.196,54.54545454545454,,,,,,,88.0,0.20276497695852536,346.0,80.82929354283411,9.177408932010948
9303.296,51.81347150259068,,,,,,,90.0,0.2073732718894009,344.0,69.06165640979916,7.649841052767878
9304.454,50.505050505050505,,,,,,,88.0,0.20276497695852536,346.0,,
9305.642,52.173913043478265,,,,,,,88.0,0.20276497695852536,346.0,,
9306.792,54.84460694698354,,,,,,,88.0,0.2037037037037037,344.0,69.41791895781921,7.185842234959168
9307.885999999999,56.28517823639775,,,,,,,88.0,0.20276497695852536,346.0,74.44066272604525,7.543754481482129
