2161.416,0.1
2161.98,0.078
2162.538,0.066
2163.092,0.056
2163.648,0.126
2164.194,0.094
2164.738,0.1
2165.28,0.096
2165.818,0.104
2166.358,0.094
2166.9,0.092
2167.448,0.094
2168.01,0.104
2168.594,0.1
2169.184,0.1
2169.786,0.092
2170.386,0.108
2170.992,0.076
2171.602,0.104
2172.21,0.08
2172.814,0.078
2173.42,0.096
2174.038,0.098
2174.658,0.076
2175.264,0.07
2175.864,0.066
2176.45,0.072
2177.03,0.058
2177.602,0.058
2178.17,0.052
2178.732,0.074
2179.282,0.054
2179.826,0.074
2180.368,0.06
2180.916,0.07
2181.47,0.074
2182.032,0.082
2182.602,0.07
2183.182,0.106
2183.77,0.106
2184.362,0.078
2184.946,0.058
2185.51,0.034
2186.066,0.086
2186.62,0.084
2187.174,0.06
2187.736,0.082
2188.3,0.102
2188.858,0.096
2189.42,0.054
2189.988,0.076
2190.562,0.082
2191.138,0.104
2191.714,0.096
2192.282,0.064
2192.848,0.074
2193.412,0.046
2193.972,0.052
2194.524,0.062
2195.07,0.068
2195.612,0.082
2196.156,0.08
2196.704,0.094
2197.258,0.104
2197.812,0.098
2198.37,0.082
2198.93,0.092
2199.5,0.08
2200.078,0.094
2200.646,0.086
2201.202,0.082
2201.75,0.088
2202.3,0.074
2202.846,0.088
2203.396,0.09
2203.954,0.094
2204.522,0.088
2205.088,0.084
2205.66,0.078
2206.226,0.082
2206.78,0.08
2207.334,0.072
2207.886,0.082
2208.436,0.066
2208.988,0.058
2209.546,0.062
2210.102,0.07
2210.652,0.066
2211.196,0.068
2211.744,0.072
2212.296,0.078
2212.856,0.08
2213.432,0.08
2214.012,0.078
2214.6,0.078
2215.198,0.082
2215.798,0.082
2216.398,0.076
2216.998,0.076
2217.604,0.072
2218.22,0.074
2218.836,0.078
2219.46,0.076
2220.074,0.076
2220.69,0.074
2221.308,0.084
2221.924,0.082
2222.542,0.068
2223.15,0.076
2223.76,0.084
2224.372,0.086
2224.984,0.076
2225.59,0.076
2226.194,0.084
2226.8,0.086
2227.404,0.076
2228.002,0.078
2228.6,0.08
2229.2,0.082
2229.804,0.082
2230.412,0.074
2231.012,0.076
2231.618,0.074
2232.218,0.076
2232.818,0.076
2233.422,0.084
2234.032,0.092
2234.65,0.082
2235.262,0.076
2235.872,0.076
2236.484,0.082
2237.102,0.084
2237.728,0.08
2238.352,0.078
2238.966,0.082
2239.578,0.086
2240.188,0.088
2240.794,0.092
2241.4,0.102
2242.002,0.074
2242.596,0.082
2243.168,0.056
2243.726,0.074
2244.272,0.104
2244.808,0.088
2245.342,0.068
2245.868,0.104
2246.386,0.066
2246.902,0.072
2247.424,0.092
2249.548,0.092
2250.09,0.08
2250.642,0.092
2251.202,0.072
2251.754,0.088
2252.294,0.092
2252.834,0.09
2253.374,0.068
2253.916,0.084
2254.466,0.08
2255.028,0.092
2255.61,0.09
2256.204,0.094
2256.792,0.094
2257.404,0.072
2257.99,0.082
2258.582,0.086
2259.18,0.088
2259.78,0.076
2260.374,0.068
2260.958,0.088
2261.532,0.08
2262.104,0.078
2262.682,0.086
2263.268,0.09
2263.862,0.09
2264.46,0.09
2265.054,0.08
2265.644,0.07
2266.224,0.084
2266.796,0.078
2267.358,0.08
2267.914,0.086
2268.462,0.082
2269.01,0.086
2269.558,0.086
2270.108,0.088
2270.666,0.092
2271.24,0.092
2271.832,0.078
2272.43,0.08
2273.022,0.078
2273.612,0.08
2274.198,0.084
2274.788,0.084
2275.386,0.084
2275.998,0.088
2276.62,0.09
2277.258,0.08
2277.876,0.078
2278.47,0.082
2279.042,0.08
2279.61,0.086
2280.176,0.09
2280.748,0.094
2281.33,0.088
2281.916,0.084
2282.49,0.086
2283.062,0.088
2283.638,0.092
2284.214,0.078
2284.788,0.08
2285.358,0.082
2285.916,0.082
2286.476,0.078
2287.036,0.08
2287.604,0.084
2288.17,0.082
2288.742,0.082
2289.322,0.072
2289.902,0.084
2290.486,0.084
2291.072,0.088
2291.66,0.09
2292.254,0.092
2292.832,0.082
2293.398,0.084
2293.964,0.086
2294.528,0.086
2295.094,0.088
2295.66,0.082
2296.22,0.084
2296.778,0.088
2297.34,0.09
2297.908,0.082
2298.472,0.092
2299.036,0.088
2299.594,0.086
2300.15,0.084
2300.708,0.09
2301.268,0.088
2301.832,0.096
2302.398,0.082
2302.96,0.078
2303.512,0.08
2304.048,0.082
2304.582,0.088
2305.118,0.084
2305.654,0.086
2306.194,0.086
2306.736,0.088
2307.284,0.084
2307.84,0.094
2308.4,0.088
2308.966,0.084
2309.53,0.088
2310.096,0.088
2310.656,0.094
2311.218,0.092
2311.786,0.088
2312.348,0.088
2312.9,0.084
2313.45,0.09
2314.004,0.096
2314.566,0.09
2315.12,0.076
2315.67,0.086
2316.226,0.086
2316.788,0.072
2317.346,0.084
2317.892,0.062
2318.43,0.082
2318.968,0.088
2319.51,0.088
2320.056,0.084
2320.602,0.07
2321.136,0.08
2321.668,0.076
2322.198,0.082
2322.724,0.084
2323.252,0.09
2323.78,0.08
2324.318,0.086
2324.87,0.086
2325.452,0.092
2326.068,0.082
2326.712,0.09
2327.35,0.09
2327.984,0.09
2328.62,0.08
2329.258,0.076
2329.888,0.084
2330.522,0.086
2331.164,0.084
2331.806,0.086
2332.452,0.084
2333.1,0.088
2333.75,0.084
2334.4,0.086
2335.046,0.078
2335.682,0.08
2336.31,0.086
2336.934,0.086
2337.554,0.094
2338.168,0.084
2338.776,0.086
2339.366,0.08
2339.95,0.086
2340.538,0.092
2341.136,0.094
2341.728,0.092
