time,hr,pep,pep_lvet,lvet,ppg_amp_ac,ppg_amp,pat,ptt
8346.85,60.851926977687626,,,,,,,
8347.836,58.252427184466015,82.0,0.36283185840707965,144.0,,,,
8348.866,59.28853754940712,82.0,0.36936936936936937,140.0,9.981662514985786,-929.3075484037487,137.0,55.0
8349.878,59.171597633136095,82.0,0.37272727272727274,138.0,9.956824653326262,-58.488648675353765,137.0,55.0
8350.892,54.94505494505494,82.0,0.36936936936936937,140.0,10.528668156043498,-34.81568031004001,137.0,55.0
8351.984,55.762081784386616,82.0,0.37272727272727274,138.0,,,,
8353.06,57.47126436781609,80.0,0.36036036036036034,142.0,,,,
8354.104,55.762081784386616,82.0,0.36607142857142855,142.0,9.935931726664572,-35.780011106195055,138.0,56.0
8355.18,54.84460694698354,82.0,0.36936936936936937,140.0,9.715798411107944,-33.93366741609687,137.0,55.0
8356.274,55.04587155963302,82.0,0.36607142857142855,142.0,,,,
8357.364,53.76344086021505,82.0,0.36607142857142855,142.0,9.01278323276,-32.80689506762783,137.0,55.0
8358.48,53.57142857142857,82.0,0.36607142857142855,142.0,8.864381637640122,-27.280565986476656,137.0,55.0
8359.6,56.71077504725898,82.0,0.36607142857142855,142.0,9.175772966544304,-24.25693859239312,137.0,55.0
8360.658,55.248618784530386,82.0,0.36283185840707965,144.0,9.247935325949738,-21.314568562630797,137.0,55.0
8361.744,54.05405405405405,82.0,0.36607142857142855,142.0,9.161440796043685,-18.473353392907285,138.0,56.0
8362.854,58.027079303675045,82.0,0.36283185840707965,144.0,,,,
8363.887999999999,56.92599620493358,82.0,0.36283185840707965,144.0,8.818040414557267,-16.890093731553552,138.0,56.0
8364.942,55.865921787709496,84.0,0.37168141592920356,142.0,8.644225445329054,-13.83891752433045,138.0,54.0
8366.016,57.80346820809248,82.0,0.36283185840707965,144.0,8.940108075732574,-12.727089824879368,139.0,57.0
8367.054,55.762081784386616,84.0,0.37168141592920356,142.0,8.791453274598704,-11.448802802346535,138.0,54.0
8368.13,55.147058823529406,84.0,0.37168141592920356,142.0,9.264488679402604,-11.792451164809876,138.0,54.0
8369.218,60.120240480961925,84.0,0.37168141592920356,142.0,,,,
8370.216,58.8235294117647,84.0,0.3684210526315789,144.0,8.880601891610354,-12.6315491936858,139.0,55.0
8371.235999999999,56.497175141242934,84.0,0.3684210526315789,144.0,8.401805468649385,-14.322996391014941,138.0,54.0
8372.298,58.36575875486381,84.0,0.3684210526315789,144.0,8.298651471286195,-14.883965007755405,138.0,54.0
8373.326,55.97014925373134,84.0,0.3652173913043478,146.0,8.642792516089035,-15.587895059102706,139.0,55.0
8374.398,54.74452554744525,84.0,0.3652173913043478,146.0,8.752118486788493,-16.54591379530462,138.0,54.0
8375.494,57.58157389635316,84.0,0.3652173913043478,146.0,,,,
8376.536,56.17977528089887,84.0,0.3620689655172414,148.0,8.624894364106797,-17.212070693412084,139.0,55.0
8377.604,57.47126436781609,84.0,0.3620689655172414,148.0,9.139478265018154,-20.30178749068163,139.0,55.0
8378.648,58.47953216374269,84.0,0.3620689655172414,148.0,8.868685117732694,-20.915829388410422,138.0,54.0
8379.673999999999,60.97560975609756,84.0,0.3652173913043478,146.0,8.856226411114587,-18.396950355977747,,
8380.658,56.81818181818181,84.0,0.3652173913043478,146.0,9.199871054716843,-15.629626736111714,137.0,53.0
8381.714,55.65862708719851,84.0,0.37168141592920356,142.0,9.343965097197346,-14.616408299096104,140.0,56.0
8382.792,57.80346820809248,84.0,0.3684210526315789,144.0,,,,
8383.83,55.04587155963302,84.0,0.3684210526315789,144.0,9.707005757233391,-15.105669947703424,141.0,57.0
8384.92,54.84460694698354,84.0,0.37168141592920356,142.0,9.47970157868819,-17.525414949327327,136.0,52.0
8386.014,57.14285714285714,84.0,0.37168141592920356,142.0,8.944935241161986,-22.173184643442212,141.0,57.0
8387.064,53.85996409335726,84.0,0.37168141592920356,142.0,8.352073288036468,-23.838889061263536,141.0,57.0
8388.178,53.76344086021505,84.0,0.37168141592920356,142.0,7.747290987769768,-24.98357155050081,142.0,58.0
8389.294,55.452865064695004,84.0,0.3684210526315789,144.0,7.384677095196302,-23.500188992676872,143.0,59.0
8390.376,52.447552447552454,84.0,0.3684210526315789,144.0,7.330304854038372,-21.160381449052526,143.0,59.0
8391.52,53.0035335689046,84.0,0.3684210526315789,144.0,7.381401046323855,-23.949370670010968,143.0,59.0
8392.652,54.94505494505494,84.0,0.3684210526315789,144.0,6.936490170113771,-23.69987948694601,144.0,60.0
8393.744,51.54639175257732,84.0,0.3684210526315789,144.0,,,,
8394.908,54.64480874316939,84.0,0.3684210526315789,144.0,6.9335203488770265,-20.70723483522414,144.0,60.0
8396.006,54.05405405405405,84.0,0.3684210526315789,144.0,6.7216467727933935,-17.097449349327412,145.0,61.0
8397.116,52.631578947368425,84.0,0.3684210526315789,144.0,7.111002503463057,-15.696146608596626,144.0,60.0
8398.256,53.0035335689046,84.0,0.37168141592920356,142.0,7.374487378424924,-19.146503768431327,143.0,59.0
8399.387999999999,53.19148936170213,82.0,0.36283185840707965,144.0,6.869277146467251,-23.683466229166573,143.0,61.0
8400.516,51.99306759098787,84.0,0.3684210526315789,144.0,6.983286311756782,-39.30252002441587,142.0,58.0
8401.67,56.497175141242934,82.0,0.36283185840707965,144.0,,,,
8402.732,55.452865064695004,84.0,0.3684210526315789,144.0,6.332337147052657,-75.32111201237208,142.0,58.0
8403.814,52.53940455341507,84.0,0.3684210526315789,144.0,6.4112997997041585,-358.89138142844257,140.0,56.0
8404.956,50.420168067226896,84.0,0.37168141592920356,142.0,,,,
8406.146,52.631578947368425,84.0,0.3684210526315789,144.0,6.214126188976622,55.48135496211216,140.0,56.0
8407.286,50.420168067226896,84.0,0.3684210526315789,144.0,5.8737722975807065,33.669343546152795,140.0,56.0
8408.476,53.57142857142857,84.0,0.3684210526315789,144.0,5.689307304344203,24.599715179507463,140.0,56.0
8409.596,55.865921787709496,84.0,0.3684210526315789,144.0,5.122495862743385,24.644931591025188,141.0,57.0
8410.67,53.66726296958855,84.0,0.3684210526315789,144.0,,,,
8411.788,54.54545454545454,84.0,0.3684210526315789,144.0,5.482251349893476,46.261724292022635,142.0,58.0
8412.887999999999,56.17977528089887,84.0,0.3684210526315789,144.0,5.563091715636327,203.38256893216985,141.0,57.0
