stim,SDNN,RMMSD,pnn50,nn50,SD1,SD2,SDratio,VLF,LF,HF,LFHF,LFn,HFn,POW
0,45.3819308403598,14.1383638845937,0,0,10.0221856806028,63.3923898254509,0.158097615631759,1014.13185472155,686.385607599317,56.5484248410093,12.14,0.923884998705385,0.0761150012946154,1757.06588716188
1,41.7891828262997,29.976361995435,8.22784810126582,13,21.2587594762927,55.1428757693044,0.385521414683392,449.718884658148,598.156059506799,489.096698680829,1.22,0.550153637231404,0.449846362768597,1536.97164284577
2,25.1339824375376,24.5197779801122,7.92682926829268,13,17.391126884947,30.9997234183237,0.561009098380125,206.562483247672,149.254777630524,110.403172647949,1.35,0.574813047204809,0.425186952795191,466.220433526144
3,30.7213471180334,26.6706824285411,7.83132530120482,13,18.9159590975295,39.1125149909078,0.483629321763808,124.269764421866,439.949590677568,112.556034479235,3.91,0.796280744748452,0.203719255251548,676.775389578669
4,65.6666653435028,42.9320325664482,18.8405797101449,26,30.4677332168605,87.7265017386274,0.347303638159836,1209.11390865,2232.19586385588,513.996960419694,4.34,0.812832895098951,0.187167104901049,3955.30673292557
