stim,SDNN,RMMSD,pnn50,nn50,SD1,SD2,SDratio,VLF,LF,HF,LFHF,LFn,HFn,POW
0,369.955170403258,464.69682066387,86.4864864864865,64,330.830004186045,405.321063536636,0.816217152149415,47142.3467596467,20484.7222580056,56668.8471015288,0.36,0.265505827248862,0.734494172751138,124295.916119181
1,338.333406444642,511.086744474386,75.4716981132076,80,363.109680003884,311.593241454861,1.16533233618447,11086.6611533486,48807.5208627585,87525.7637356768,0.56,0.358001503495785,0.641998496504215,147419.945751784
2,338.002477006749,542.496379184746,70.5357142857143,79,385.323776798852,282.872649718674,1.36218109874556,12051.1511481006,39302.0315592192,76965.3371717776,0.51,0.338031487150542,0.661968512849458,128318.519879097
3,314.784582426347,473.45473079674,56.9105691056911,70,336.148028405933,291.861559074612,1.15173793175003,9893.62777153803,21907.392830685,76097.2318922042,0.29,0.223534275985738,0.776465724014262,107898.252494427
4,303.913326493855,454.713579106996,71.9512195121951,59,323.350420487341,283.145061076088,1.14199562322738,3958.33801809179,26768.7982651913,58576.8409528083,0.46,0.313651623099516,0.686348376900484,89303.9772360914
