stim,SDNN,RMMSD,pnn50,nn50,SD1,SD2,SDratio,VLF,LF,HF,LFHF,LFn,HFn,POW
0,73.6232215715746,52.8135326480365,39.4230769230769,41,37.5229454321469,97.1225312440449,0.386346452790249,2865.63293594254,600.672497936312,898.611867079919,0.67,0.400639473039398,0.599360526960601,4364.91730095877
1,43.4768692217171,35.7813875123385,14.5299145299145,17,25.4065325276458,55.9909315833042,0.453761561188629,858.408391701184,412.053895824869,509.662995839588,0.81,0.447050389931308,0.552949610068692,1780.12528336564
2,91.809345882025,30.8885691430392,10.3703703703704,14,21.8345099881757,127.988929818742,0.170596863487317,4625.41526021646,910.817043507472,382.681447598568,2.38,0.704150062617123,0.295849937382877,5918.9137513225
3,60.7086071840405,38.5192592521262,14.1666666666667,17,27.3513911792318,81.3816402698601,0.336087981128607,1317.30955938324,1322.75548441218,459.454650698147,2.88,0.74219950742806,0.25780049257194,3099.51969449357
4,78.530769060071,48.8843762667701,24.2990654205607,26,34.715977345516,105.493906436713,0.329080403960038,2881.45757485501,2321.99425878554,534.280958805865,4.35,0.812944860664931,0.187055139335069,5737.73279244642
