stim,SDNN,RMMSD,pnn50,nn50,SD1,SD2,SDratio,VLF,LF,HF,LFHF,LFn,HFn,POW
0,78.7740640569115,39.65223827224,20.8333333333333,25,28.1557269126981,107.786647494494,0.261217206093513,3886.02194918152,905.683351915235,526.867769259367,1.72,0.632217125468186,0.367782874531813,5318.57307035612
1,36.5390275824706,27.6736238567537,6.2015503875969,8,19.6441883924298,47.7944236888345,0.411014232964148,496.87717327648,473.286514193461,276.19181530613,1.71,0.631487923752863,0.368512076247137,1246.35550277607
2,35.3290251688287,27.9921864097748,5.46875,7,19.8676600867496,45.842732482225,0.433387344317947,569.573781502208,221.293955192406,295.050625234045,0.75,0.428578053457322,0.571421946542678,1085.91836192866
3,38.7621077631091,32.2728750119782,13.0769230769231,17,22.9066082441812,49.8025029012135,0.459948936494576,214.736406319227,852.317860256565,334.823608271734,2.55,0.717958122811753,0.282041877188247,1401.87787484753
4,65.116228865739,37.7032586692992,23.2142857142857,26,26.7360393091419,88.1216813585092,0.303399105611371,1200.21983059914,332.789428949567,551.232760204077,0.6,0.37644918083807,0.62355081916193,2084.24201975278
