stim,SDNN,RMMSD,pnn50,nn50,SD1,SD2,SDratio,VLF,LF,HF,LFHF,LFn,HFn,POW
0,23.0986155744176,30.0530395332367,7.40740740740741,8,21.3493741614609,24.7244070873985,0.863493878174421,91.2992030814035,113.702045046087,249.077583111221,0.46,0.313419046222695,0.686580953777305,454.078831238712
1,62.7583034439508,35.2894283036798,14.84375,19,25.0189470524731,85.154339823121,0.293807069662467,2536.93072635175,212.948868826074,407.789693898263,0.52,0.343057257296003,0.656942742703997,3157.66928907609
2,53.0258704451846,28.3186990864587,7.05128205128205,11,20.0775584674013,72.2521800288897,0.27788169795532,1179.95414229362,922.57581018005,298.698355814153,3.09,0.755420720317136,0.244579279682864,2401.22830828782
3,58.7938233387616,46.51209520112,25,32,33.0115405733001,76.3129446067729,0.43258113998094,974.399802894932,871.004074859053,635.38132715975,1.37,0.578207989596663,0.421792010403337,2480.78520491373
4,67.4798385009876,56.3286097884512,27.1929824561404,31,40.0061942106488,86.6404157020186,0.461749795248463,1454.29579697789,1200.51777456091,909.71743447804,1.32,0.568902352410114,0.431097647589886,3564.53100601683
