stim,SDNN,RMMSD,pnn50,nn50,SD1,SD2,SDratio,VLF,LF,HF,LFHF,LFn,HFn,POW
0,57.3974447747203,42.9002719494344,23.3333333333333,28,30.4591175699217,75.2407834235917,0.404821908863475,1451.6162048384,644.025281909996,602.814733314816,1.07,0.516525996957095,0.483474003042905,2698.45622006321
1,49.8656701295722,31.3284570673754,9.02777777777778,13,22.2258463925073,66.9266902444704,0.332092418007233,1349.85879842703,547.310743902446,290.900673029595,1.88,0.652950714875338,0.347049285124662,2188.07021535907
2,45.1508289232314,27.5350117259601,10.2040816326531,15,19.5290082652619,60.7931948583487,0.321236748796727,538.965722444211,482.252537764256,306.304874382137,1.57,0.611563001420026,0.388436998579975,1327.5231345906
3,49.1084337170143,53.6710519570846,10.9090909090909,18,38.0595130503281,58.0925984153634,0.655152533859852,738.748155931446,259.750124538926,325.820700756716,0.8,0.443584470602312,0.556415529397688,1324.31898122709
4,51.9443328474597,36.8297991920743,18.6046511627907,24,26.1438514567564,68.6507571767596,0.380823934533484,1087.5424641219,818.546367516226,334.961583127689,2.44,0.709614846659093,0.290385153340908,2241.05041476581
