time,hr,pep,pep_lvet,lvet,ppg_amp_ac,ppg_amp,pat,ptt
6093.478,79.36507936507937,,,,44.18204934632284,111.49595915189718,,
6094.2339999999995,81.08108108108108,,,,32.225756414937734,23.108344554300555,,
6094.974,80.64516129032258,,,,25.668819412864618,18.889253841891218,,
6095.718,80.86253369272237,,,,30.720972644801726,18.502944684920532,,
6096.46,81.30081300813008,,,,36.727220928491406,15.792164482326456,-2.0,
6099.302,84.98583569405099,60.0,0.16759776536312848,298.0,,,,
6100.008,81.08108108108108,60.0,0.16853932584269662,296.0,,,,
6100.748,79.57559681697613,,,,35.76704606136953,16.324331492284962,-2.0,
6101.5019999999995,77.31958762886597,60.0,0.16759776536312848,298.0,32.48225049151195,15.767106679947192,-2.0,-62.0
6102.278,75.75757575757575,60.0,0.16666666666666666,300.0,,,,
6103.07,75.18796992481202,60.0,0.16574585635359115,302.0,33.09916710037734,15.505018311260661,-2.0,-62.0
6103.8679999999995,73.89162561576354,60.0,0.16574585635359115,302.0,,,,
6104.68,74.25742574257426,60.0,0.16483516483516483,304.0,31.32365767128117,12.87974499057017,33.0,-27.0
6105.488,76.92307692307692,60.0,0.16483516483516483,304.0,34.646224065671674,14.294140544835896,34.0,-26.0
6106.268,78.74015748031496,60.0,0.16483516483516483,304.0,33.508098863546124,12.456566080609345,41.0,-19.0
6107.03,75.18796992481202,58.0,0.15846994535519127,308.0,34.023050534906375,13.349942036782407,40.0,-18.0
6107.8279999999995,67.56756756756756,58.0,0.15846994535519127,308.0,32.44130868681704,13.054926907863127,38.0,-20.0
6108.716,65.93406593406593,58.0,0.15846994535519127,308.0,,,,
6109.626,66.07929515418502,58.0,0.15846994535519127,308.0,30.138942813504578,11.530642215711568,41.0,-17.0
6110.534,67.56756756756756,58.0,0.15760869565217392,310.0,26.54093130173191,9.0430554250031,46.0,-12.0
6111.422,69.12442396313364,58.0,0.15760869565217392,310.0,28.088174694850927,8.805970214542306,51.0,-7.0
6112.29,71.59904534606206,,,,29.898003504505944,9.838693823408212,52.0,
6113.128,70.58823529411765,,,,28.049719039805048,9.357525631386443,52.0,
6113.978,68.4931506849315,,,,,,,
6114.854,66.81514476614699,58.0,0.15760869565217392,310.0,30.78650722122819,10.656796620526602,49.0,-9.0
6115.7519999999995,66.07929515418502,58.0,0.15760869565217392,310.0,,,,
6116.66,68.3371298405467,60.0,0.16304347826086957,308.0,34.73668600879317,11.049246420572631,54.0,-6.0
6117.538,69.12442396313364,,,,36.638220858134034,11.424438675035638,49.0,
6118.406,68.3371298405467,60.0,0.16304347826086957,308.0,,,,
6119.284,67.11409395973155,,,,37.327784010605136,12.914870982238858,49.0,
6120.178,67.87330316742081,,,,41.05619383965946,13.37657934318882,47.0,
6121.062,69.60556844547564,60.0,0.16393442622950818,306.0,41.905920778783035,15.02460371010312,42.0,-18.0
6121.924,68.80733944954129,60.0,0.16393442622950818,306.0,,,,
6122.796,71.59904534606206,60.0,0.16393442622950818,306.0,39.213603449447064,12.665110035952617,39.0,-21.0
6123.634,72.99270072992701,,,,,,,
6124.456,73.52941176470588,,,,40.97727729427518,12.6684015287596,36.0,
6125.272,74.25742574257426,,,,40.79089230473993,12.535500931932981,39.0,
6126.08,75.94936708860759,,,,37.10014332433558,11.786896739728979,38.0,
6126.87,80.64516129032258,,,,36.3678576586679,10.984083284128278,43.0,
6127.614,80.86253369272237,,,,,,,
6128.356,80.21390374331551,,,,38.09583769695797,10.550121019958828,40.0,
6129.104,77.720207253886,60.0,0.16393442622950818,306.0,36.387761323115406,11.03765502255288,,
6129.876,74.25742574257426,60.0,0.16393442622950818,306.0,,,,
6130.684,67.41573033707866,60.0,0.16393442622950818,306.0,,,,
6131.574,72.11538461538461,60.0,0.16393442622950818,306.0,,,,
6132.406,70.92198581560284,60.0,0.16393442622950818,306.0,35.81838056721368,10.162689871442913,,
6133.2519999999995,72.11538461538461,60.0,0.16393442622950818,306.0,,,,
6134.084,71.25890736342043,60.0,0.16393442622950818,306.0,,,,
6134.9259999999995,72.46376811594203,60.0,0.16483516483516483,304.0,37.839264262594696,11.56082407822825,,
6135.754,73.89162561576354,60.0,0.16483516483516483,304.0,37.90376889265422,11.422936380863975,34.0,-26.0
6136.566,74.44168734491315,60.0,0.16483516483516483,304.0,38.79950122954891,11.630764727518912,36.0,-24.0
6137.372,74.44168734491315,60.0,0.16483516483516483,304.0,,,,
6138.178,75.18796992481202,60.0,0.16483516483516483,304.0,40.645093984211975,12.253634210287018,30.0,-30.0
6138.976,75.56675062972292,62.0,0.16939890710382513,304.0,41.86707314025779,12.679472106361825,37.0,-25.0
6139.7699999999995,75.94936708860759,60.0,0.16393442622950818,306.0,,,,
6140.5599999999995,78.125,60.0,0.16393442622950818,306.0,,,,
6141.3279999999995,81.74386920980926,60.0,0.16393442622950818,306.0,39.75023719677535,11.247195195330457,-2.0,-62.0
6142.062,80.86253369272237,60.0,0.16393442622950818,306.0,44.37220786616814,12.248288025122417,-2.0,-62.0
6142.804,77.92207792207792,60.0,0.16304347826086957,308.0,47.656367835909165,13.533183249839078,-2.0,-62.0
6143.574,73.52941176470588,60.0,0.16393442622950818,306.0,,,,
6144.39,69.76744186046511,60.0,0.16393442622950818,306.0,51.13476871749961,14.18127219480414,28.0,-32.0
6145.25,70.58823529411765,60.0,0.16483516483516483,304.0,49.06042763593448,15.928707862206606,27.0,-33.0
