time,hr,pep,pep_lvet,lvet,ppg_amp_ac,ppg_amp,pat,ptt
7866.402,52.173913043478265,92.0,0.22772277227722773,312.0,,,,
7867.552,51.54639175257732,92.0,0.22660098522167488,314.0,18.3751651754827,22.865272131097775,,
7868.716,49.18032786885246,92.0,0.22660098522167488,314.0,18.969214154077306,17.852197457269394,,
7869.936,50.16722408026756,94.0,0.2315270935960591,312.0,18.64415699908566,18.77626153419368,,
7871.1320000000005,53.09734513274337,94.0,0.2315270935960591,312.0,19.816878906608217,15.44607478081434,,
7872.262,49.423393739703464,94.0,0.23039215686274508,314.0,19.930599088481102,14.763090027028637,,
7873.476000000001,49.66887417218543,94.0,0.23039215686274508,314.0,20.124687593904397,14.262290678295928,,
7874.684,52.72407732864675,94.0,0.23039215686274508,314.0,,,,
7875.822,49.26108374384236,94.0,0.22926829268292684,316.0,19.78351680363039,14.832112349555407,,
7877.04,44.44444444444444,94.0,0.22926829268292684,316.0,19.649602973412122,14.660792262664526,,
7878.39,48.07692307692308,94.0,0.22815533980582525,318.0,22.277256790713437,30.374812177091602,,
7879.638,48.939641109298535,94.0,0.22815533980582525,318.0,,,,
7880.8640000000005,42.432814710042436,94.0,0.22815533980582525,318.0,23.754175239472218,10.517651322125106,,
7882.278,46.08294930875576,94.0,0.22705314009661837,320.0,23.145563471957765,9.254814102750164,,
7883.58,51.54639175257732,94.0,0.22705314009661837,320.0,,,,
7884.744,44.576523031203564,94.0,0.22705314009661837,320.0,,,,
7886.09,46.012269938650306,94.0,0.22705314009661837,320.0,,,,
7887.394,49.504950495049506,94.0,0.22596153846153846,322.0,,,,
7888.606,44.91017964071856,94.0,0.22596153846153846,322.0,,,,
7889.942,46.72897196261682,94.0,0.22596153846153846,322.0,,,,
7891.226000000001,51.45797598627787,94.0,0.22596153846153846,322.0,25.79321740755887,9.511004681893061,,
7892.392,45.11278195488722,94.0,0.22596153846153846,322.0,25.956309810923855,9.120848184107555,,
7893.722,44.18262150220913,94.0,0.22596153846153846,322.0,26.247191660585216,8.87872449436879,,
7895.08,49.3421052631579,94.0,0.22596153846153846,322.0,27.25296335196908,8.834198257432003,,
7896.296,47.84688995215311,94.0,0.22596153846153846,322.0,,,,
7897.55,47.543581616481774,94.0,0.22596153846153846,322.0,,,,
7898.812,51.90311418685121,92.0,0.2222222222222222,322.0,28.39352063151394,9.244672107484245,,
7899.968,48.701298701298704,,,,26.56168278196992,7.605479018437924,,
7901.2,54.84460694698354,92.0,0.2222222222222222,322.0,61.006386350659824,15.895171053594394,-2.0,-94.0
7902.294,56.28517823639775,92.0,0.2222222222222222,322.0,64.38115694395155,16.72289772971879,,
7903.360000000001,45.11278195488722,92.0,0.2222222222222222,322.0,,,,
7904.6900000000005,44.84304932735426,92.0,0.2222222222222222,322.0,66.96851672007833,17.88536484524915,,
7906.028,50.0,92.0,0.2222222222222222,322.0,,,,
7907.228,47.3186119873817,92.0,0.2222222222222222,322.0,,,,
7908.496,49.586776859504134,92.0,0.22330097087378642,320.0,69.9052933099585,18.73515207762521,,
7909.706,54.24954792043399,92.0,0.2222222222222222,322.0,,,,
7910.812,48.309178743961354,92.0,0.22330097087378642,320.0,,,,
7912.054,50.16722408026756,92.0,0.22330097087378642,320.0,72.07423000188508,18.871092193701685,,
7913.25,54.64480874316939,92.0,0.22330097087378642,320.0,75.43507638363293,19.757965277890353,,
7914.348,51.19453924914676,92.0,0.22330097087378642,320.0,78.76580656521935,19.529810633322718,,
7915.52,49.18032786885246,,,,82.6721777491399,18.935903993788664,,
7916.74,50.76142131979696,92.0,0.22330097087378642,320.0,44.814135445013314,17.09436469931895,,
7917.9220000000005,52.447552447552454,92.0,0.22330097087378642,320.0,,,,
7919.066,50.0,92.0,0.22330097087378642,320.0,43.36279345053934,17.385093527899652,,
7920.2660000000005,43.541364296081284,92.0,0.22330097087378642,320.0,42.27869277713858,17.015503272720668,,
7921.644,45.31722054380664,92.0,0.22330097087378642,320.0,40.53982570341233,16.77052163492386,,
7922.968,44.64285714285714,92.0,0.2222222222222222,322.0,39.67408174138268,18.85403192877033,,
7924.312,43.22766570605187,94.0,0.22705314009661837,320.0,37.7274733523561,17.752442420217736,,
7925.7,46.2962962962963,94.0,0.22705314009661837,320.0,,,,
7926.996,49.3421052631579,94.0,0.22596153846153846,322.0,35.36154551401269,18.256066070817905,,
7928.212,45.24886877828054,92.0,0.22115384615384615,324.0,,,,
7929.5380000000005,46.65629860031104,92.0,0.22115384615384615,324.0,32.527554720426345,17.23371269609168,,
7930.8240000000005,53.956834532374096,92.0,0.22115384615384615,324.0,27.829746227114537,18.013039946810586,,
7931.936,49.423393739703464,92.0,0.22115384615384615,324.0,,,,
7933.150000000001,46.72897196261682,92.0,0.22115384615384615,324.0,26.961865755736746,18.354414055521552,,
7934.434,49.66887417218543,92.0,0.22115384615384615,324.0,25.933660497889914,19.19563995036651,,
7935.642,44.378698224852066,92.0,0.2222222222222222,322.0,25.532220737691148,19.56094029419985,,
7936.994,45.45454545454545,94.0,0.22705314009661837,320.0,24.19655409398043,19.693194183501493,,
7938.314,48.38709677419355,94.0,0.22705314009661837,320.0,,,,
7939.554,44.70938897168405,94.0,0.22705314009661837,320.0,23.514887190017213,20.563021519552798,-2.0,-96.0
7940.896,48.939641109298535,94.0,0.22705314009661837,320.0,23.1951659112039,20.455977400883565,,
7942.122,53.0035335689046,94.0,0.22705314009661837,320.0,22.64153924148143,22.35763196017318,,
7943.254,46.43962848297213,94.0,0.22705314009661837,320.0,,,,
7944.546,47.84688995215311,94.0,0.22705314009661837,320.0,,,,
7945.8,54.94505494505494,94.0,0.22705314009661837,320.0,22.957763918926638,20.807231715483223,-2.0,-96.0
7946.892,58.8235294117647,94.0,0.22705314009661837,320.0,,,,
7947.912,43.29004329004329,94.0,0.22705314009661837,320.0,22.35833781655038,21.41515273436156,-2.0,-96.0
7949.298,44.576523031203564,94.0,0.22705314009661837,320.0,22.719957276356293,21.605147017346095,,
7950.644,45.24886877828054,92.0,0.2222222222222222,322.0,22.594276865391336,22.370435201973603,-2.0,-94.0
7951.97,43.731778425655975,92.0,0.2222222222222222,322.0,22.022003096188108,19.40244561849986,,
7953.342000000001,49.3421052631579,92.0,0.22330097087378642,320.0,22.44003992223139,21.8767004955136,,
7954.558,53.380782918149464,92.0,0.22330097087378642,320.0,23.68044948499246,23.81426056875237,,
7955.682,50.67567567567568,92.0,0.22439024390243903,318.0,24.340028125890914,26.123971007305123,,
7956.866,56.92599620493358,92.0,0.22439024390243903,318.0,24.362174788111457,26.500210592419943,,
7959.76,48.154093097913325,92.0,0.22549019607843138,316.0,,,,
7961.006,48.231511254019296,90.0,0.21951219512195122,320.0,24.585469483105577,31.140932047660367,,
7962.25,48.0,90.0,0.21951219512195122,320.0,,,,
7963.5,46.22496147919877,92.0,0.22549019607843138,316.0,25.74825623280404,29.6661185198437,,
7964.798,48.154093097913325,92.0,0.22549019607843138,316.0,25.70775698566196,26.20558632530116,,
7966.044,51.724137931034484,92.0,0.22549019607843138,316.0,25.936983412611205,24.85330890811273,-2.0,-94.0
7967.204,49.09983633387889,92.0,0.22549019607843138,316.0,27.499291830426635,24.40029535133076,-2.0,-94.0
7968.426,48.62236628849271,92.0,0.22549019607843138,316.0,28.621474464909596,23.189592105117303,,
7969.66,52.53940455341507,92.0,0.22439024390243903,318.0,33.9435745111937,25.583026819662784,-2.0,-94.0
7970.802,49.09983633387889,92.0,0.22549019607843138,316.0,35.365017362085474,23.83274383637565,-2.0,-94.0
7972.024,50.16722408026756,92.0,0.22439024390243903,318.0,34.96392194824844,20.626856629492174,-2.0,-94.0
7973.22,53.66726296958855,92.0,0.22439024390243903,318.0,32.24418947664228,19.142999625360705,-2.0,-94.0
7974.338,49.586776859504134,92.0,0.22439024390243903,318.0,32.380837815113246,21.502732621875875,,
7975.548,45.662100456621005,92.0,0.22439024390243903,318.0,,,,
7976.862,57.58157389635316,92.0,0.22439024390243903,318.0,32.788580798759966,21.70724220450128,,
7977.904,55.865921787709496,92.0,0.22439024390243903,318.0,32.378739794443284,30.260820964420077,-2.0,-94.0
7978.978,52.447552447552454,90.0,0.21951219512195122,320.0,39.019194629360506,86.40941333232178,,
7980.122,51.369863013698634,90.0,0.21951219512195122,320.0,36.73923517457502,43.326701459147735,,
7981.29,41.26547455295736,90.0,0.21951219512195122,320.0,36.953702020154424,40.49768869244778,-2.0,-92.0
7982.744,44.576523031203564,90.0,0.21951219512195122,320.0,37.918237242277,39.69929869096241,-2.0,-92.0
7984.09,48.939641109298535,90.0,0.21951219512195122,320.0,36.84502202397253,42.36380666424875,,
7985.316,47.24409448818898,90.0,0.21951219512195122,320.0,,,,
7986.586,50.0,90.0,0.22058823529411764,318.0,38.30129194608628,49.861238906159734,-2.0,-92.0
7987.786,55.865921787709496,90.0,0.22058823529411764,318.0,38.54622789796116,53.928006135403045,,
7988.860000000001,54.84460694698354,,,,39.53116470564532,41.44625601256639,,
7989.954,59.28853754940712,90.0,0.22058823529411764,318.0,25.503616110846643,16.944731584490125,186.0,96.0
7991.918000000001,55.248618784530386,88.0,0.21568627450980393,320.0,24.790081725255376,24.53097593834072,,
7993.004,48.939641109298535,88.0,0.21568627450980393,320.0,23.54291166773173,31.320866939830932,,
7994.2300000000005,50.847457627118644,88.0,0.21568627450980393,320.0,22.508243428406594,47.938205906606804,-2.0,-90.0
7995.41,45.59270516717325,88.0,0.21674876847290642,318.0,22.61620870106796,54.666215810262976,,
7996.726000000001,47.84688995215311,88.0,0.21674876847290642,318.0,21.500930012069745,47.55315984593217,,
7997.9800000000005,51.107325383304946,88.0,0.21568627450980393,320.0,21.686861458559626,66.71691920292429,-2.0,-90.0
7999.154,47.61904761904762,88.0,0.21674876847290642,318.0,,,,
8000.414,49.586776859504134,88.0,0.21674876847290642,318.0,20.50321498230684,59.236989231623,-2.0,-90.0
8001.624,52.72407732864675,88.0,0.21674876847290642,318.0,,,,
8002.762,50.33557046979866,88.0,0.21674876847290642,318.0,18.736117436187364,102.82084626916672,-2.0,-90.0
8003.954,49.75124378109453,90.0,0.22167487684729065,316.0,18.223708451797513,188.27089017293392,,
8005.16,54.05405405405405,90.0,0.22167487684729065,316.0,18.034906431621923,802.9556323704259,-2.0,-92.0
8006.27,50.0,90.0,0.22167487684729065,316.0,,,,
8007.47,48.54368932038835,90.0,0.22167487684729065,316.0,18.098516027337993,433.48625324139573,-2.0,-92.0
8008.706,51.369863013698634,90.0,0.22167487684729065,316.0,16.485558691798396,-221.30768371460866,-2.0,-92.0
8009.874,51.90311418685121,90.0,0.22058823529411764,318.0,16.778911509919414,-873.7630739848198,,
8011.03,51.02040816326531,90.0,0.22167487684729065,316.0,14.901781542802988,-182.50145414666,,
8012.206,54.74452554744525,90.0,0.22167487684729065,316.0,15.106313869054619,-54.24946293889009,-2.0,-92.0
8013.302,56.497175141242934,90.0,0.22058823529411764,318.0,15.329763449969565,-37.33939383333841,-2.0,-92.0
8014.3640000000005,46.3678516228748,90.0,0.22167487684729065,316.0,15.582848957800445,-51.75477467709533,-2.0,-92.0
8015.658,48.939641109298535,90.0,0.22167487684729065,316.0,15.362047999092267,-47.1978850425098,,
8016.884,53.28596802841919,90.0,0.22058823529411764,318.0,17.297809765351147,-74.7687799863252,-2.0,-92.0
8018.01,47.02194357366771,90.0,0.22167487684729065,316.0,,,,
8019.286,48.701298701298704,90.0,0.22058823529411764,318.0,17.94318558131765,-331.3900724096511,106.0,16.0
8020.518,53.475935828877,90.0,0.21951219512195122,320.0,17.72267782295037,-179.85491541424813,104.0,14.0
8021.64,48.154093097913325,92.0,0.22549019607843138,316.0,19.044680698490076,-194.25743177126552,,
8022.886,49.504950495049506,90.0,0.21951219512195122,320.0,18.350647795373757,142.15969819587983,,
8024.098,53.28596802841919,90.0,0.21951219512195122,320.0,17.454583034893584,86.92851824323431,101.0,11.0
8025.224,50.0,90.0,0.21951219512195122,320.0,19.8860321075805,104.60875917316685,98.0,8.0
8026.424,52.173913043478265,90.0,0.21951219512195122,320.0,20.490142108445237,53.41465932755508,-2.0,-92.0
8027.5740000000005,56.39097744360902,90.0,0.21844660194174756,322.0,20.399931877820926,92.64797417535421,-2.0,-92.0
8028.638,51.63511187607573,90.0,0.21951219512195122,320.0,21.509709492615986,181.31532131847482,,
8029.8,49.423393739703464,90.0,0.22058823529411764,318.0,20.773885227565717,172.51454287847565,-2.0,-92.0
8031.014,54.64480874316939,90.0,0.22058823529411764,318.0,20.86368229504562,94.95799778083448,-2.0,-92.0
8032.112,48.46526655896607,90.0,0.22167487684729065,316.0,,,,
8033.35,50.59021922428331,90.0,0.22167487684729065,316.0,21.410315563149876,91.7778811280807,-2.0,-92.0
8034.536,54.84460694698354,90.0,0.22167487684729065,316.0,22.17748952979116,97.45672784135925,,
8035.63,49.83388704318937,90.0,0.22167487684729065,316.0,20.80477457350133,262.91315697925495,,
8036.834,53.09734513274337,90.0,0.22277227722772278,314.0,,,,
8039.81,58.8235294117647,90.0,0.22277227722772278,314.0,21.237551759553632,1315.1157252848277,-2.0,-92.0
8040.83,58.59375,88.0,0.21782178217821782,316.0,21.36644841480566,120.28966299172254,,
8041.854,58.708414872798436,88.0,0.21782178217821782,316.0,19.707000889654825,93.17635271483756,,
8042.876,49.09983633387889,88.0,0.21890547263681592,314.0,19.50195980548975,60.46730754061872,,
8044.098,47.61904761904762,88.0,0.21890547263681592,314.0,,,,
8045.358,53.956834532374096,90.0,0.22388059701492538,312.0,18.428931543148742,86.79401699987245,,
8046.47,54.05405405405405,90.0,0.22388059701492538,312.0,19.232407086592353,148.6288869507699,,
